id,date,questions,answers
942,2013-04-29,3355,6534
943,2013-04-30,3373,6523
944,2013-05-01,3052,5999
945,2013-05-02,3438,6627
946,2013-05-03,3223,6403
947,2013-05-04,2376,4868
948,2013-05-05,2340,4777
949,2013-05-06,3194,6189
950,2013-05-07,3460,6636
951,2013-05-08,3454,6728
952,2013-05-09,3403,6538
953,2013-05-10,3200,6332
954,2013-05-11,2354,4831
955,2013-05-12,2340,4832
956,2013-05-13,3319,6370
957,2013-05-14,3487,6718
958,2013-05-15,3527,6870
959,2013-05-16,3562,6869
960,2013-05-17,3305,6471
961,2013-05-18,2380,4950
962,2013-05-19,2365,4871
963,2013-05-20,3255,6291
964,2013-05-21,3494,6691
965,2013-05-22,3556,6806
966,2013-05-23,3566,6889
967,2013-05-24,3248,6402
968,2013-05-25,2301,4781
969,2013-05-26,2290,4769
970,2013-05-27,3087,5995
971,2013-05-28,3465,6755
972,2013-05-29,3560,6981
973,2013-05-30,3552,6830
974,2013-05-31,3313,6538
975,2013-06-01,2394,4983
976,2013-06-02,2333,4805
977,2013-06-03,3312,6290
978,2013-06-04,3497,6813
979,2013-06-05,3595,6913
980,2013-06-06,3573,6949
981,2013-06-07,3386,6616
982,2013-06-08,2394,4934
983,2013-06-09,2366,4872
984,2013-06-10,3310,6332
985,2013-06-11,3501,6664
986,2013-06-12,3503,6768
987,2013-06-13,3533,6827
988,2013-06-14,3336,6450
989,2013-06-15,2349,4879
990,2013-06-16,2326,4815
991,2013-06-17,3398,6435
992,2013-06-18,3609,6881
993,2013-06-19,3630,6943
994,2013-06-20,3640,6959
995,2013-06-21,3356,6626
996,2013-06-22,2392,4985
997,2013-06-23,2353,4883
998,2013-06-24,3438,6655
999,2013-06-25,3609,7011
1000,2013-06-26,3665,7025
1001,2013-06-27,3676,7051
1002,2013-06-28,3386,6622
1003,2013-06-29,2391,4991
1004,2013-06-30,2380,4944
1005,2013-07-01,3350,6448
1006,2013-07-02,3636,6938
1007,2013-07-03,3640,7004
1008,2013-07-04,3356,6496
1009,2013-07-05,3252,6512
1010,2013-07-06,2335,4881
1011,2013-07-07,2318,4822
1012,2013-07-08,3435,6599
1013,2013-07-09,3650,7064
1014,2013-07-10,3657,7080
1015,2013-07-11,3682,7011
1016,2013-07-12,3411,6677
1017,2013-07-13,2350,4888
1018,2013-07-14,2353,4897
1019,2013-07-15,3541,6727
1020,2013-07-16,3751,7123
1021,2013-07-17,3799,7176
1022,2013-07-18,3783,7223
1023,2013-07-19,3520,6898
1024,2013-07-20,2441,5077
1025,2013-07-21,2444,5023
1026,2013-07-22,3570,6835
1027,2013-07-23,3796,7292
1028,2013-07-24,3840,7340
1029,2013-07-25,3800,7418
1030,2013-07-26,3572,7103
1031,2013-07-27,2486,5145
1032,2013-07-28,2496,5106
1033,2013-07-29,3613,7041
1034,2013-07-30,3759,7231
1035,2013-07-31,3804,7368
1036,2013-08-01,3780,7388
1037,2013-08-02,3510,7042
1038,2013-08-03,2449,5159
1039,2013-08-04,2450,5128
1040,2013-08-05,3520,6840
1041,2013-08-06,3675,7212
1042,2013-08-07,3786,7332
1043,2013-08-08,3675,7206
1044,2013-08-09,3326,6652
1045,2013-08-10,2413,5090
1046,2013-08-11,2451,5136
1047,2013-08-12,3537,6843
1048,2013-08-13,3712,7226
1049,2013-08-14,3733,7351
1050,2013-08-15,3392,6730
1051,2013-08-16,3417,6778
1052,2013-08-17,2476,5183
1053,2013-08-18,2485,5112
1054,2013-08-19,3462,6756
1055,2013-08-20,3642,7081
1056,2013-08-21,3699,7283
1057,2013-08-22,3746,7338
1058,2013-08-23,3525,6986
1059,2013-08-24,2515,5243
1060,2013-08-25,2486,5204
1061,2013-08-26,3474,6756
1062,2013-08-27,3655,7197
1063,2013-08-28,3756,7269
1064,2013-08-29,3717,7259
1065,2013-08-30,3409,6871
1066,2013-08-31,2505,5250
1067,2013-09-01,2461,5164
1068,2013-09-02,3283,6442
1069,2013-09-03,3557,6986
1070,2013-09-04,3695,7213
1071,2013-09-05,3673,7221
1072,2013-09-06,3481,6960
1073,2013-09-07,2524,5292
1074,2013-09-08,2547,5252
1075,2013-09-09,3403,6638
1076,2013-09-10,3664,7149
1077,2013-09-11,3738,7237
1078,2013-09-12,3767,7344
1079,2013-09-13,3538,7043
1080,2013-09-14,2534,5248
1081,2013-09-15,2585,5368
1082,2013-09-16,3608,6868
1083,2013-09-17,3753,7290
1084,2013-09-18,3737,7330
1085,2013-09-19,3784,7290
1086,2013-09-20,3550,7037
1087,2013-09-21,2609,5390
1088,2013-09-22,2596,5336
1089,2013-09-23,3579,6964
1090,2013-09-24,3845,7457
1091,2013-09-25,3832,7391
1092,2013-09-26,3847,7499
1093,2013-09-27,3563,7136
1094,2013-09-28,2582,5412
1095,2013-09-29,2632,5493
1096,2013-09-30,3643,6988
1097,2013-10-01,3728,7276
1098,2013-10-02,3597,7012
1099,2013-10-03,3788,7278
1100,2013-10-04,3633,7184
1101,2013-10-05,2637,5445
1102,2013-10-06,2651,5479
1103,2013-10-07,3690,7143
1104,2013-10-08,3899,7566
1105,2013-10-09,3940,7673
1106,2013-10-10,3873,7464
1107,2013-10-11,3609,7073
1108,2013-10-12,2653,5478
1109,2013-10-13,2659,5451
1110,2013-10-14,3505,6817
1111,2013-10-15,3734,7261
1112,2013-10-16,3831,7395
1113,2013-10-17,3867,7461
1114,2013-10-18,3651,7228
1115,2013-10-19,2685,5570
1116,2013-10-20,2718,5567
1117,2013-10-21,3815,7357
1118,2013-10-22,3935,7601
1119,2013-10-23,3950,7616
1120,2013-10-24,4022,7683
1121,2013-10-25,3726,7496
1122,2013-10-26,2704,5614
1123,2013-10-27,2755,5591
1124,2013-10-28,3767,7281
1125,2013-10-29,3966,7688
1126,2013-10-30,3936,7596
1127,2013-10-31,3815,7449
1128,2013-11-01,3401,6858
1129,2013-11-02,2626,5467
1130,2013-11-03,2703,5557
1131,2013-11-04,3602,6941
1132,2013-11-05,3741,7312
1133,2013-11-06,3948,7696
1134,2013-11-07,3996,7614
1135,2013-11-08,3727,7248
1136,2013-11-09,2766,5672
1137,2013-11-10,2793,5661
1138,2013-11-11,3739,7269
1139,2013-11-12,3988,7694
1140,2013-11-13,4001,7774
1141,2013-11-14,3981,7699
1142,2013-11-15,3766,7364
1143,2013-11-16,2827,5794
1144,2013-11-17,2821,5733
1145,2013-11-18,3862,7388
1146,2013-11-19,4010,7774
1147,2013-11-20,4107,7786
1148,2013-11-21,4061,7762
1149,2013-11-22,3837,7425
1150,2013-11-23,2849,5810
1151,2013-11-24,2848,5702
1152,2013-11-25,3838,7372
1153,2013-11-26,4041,7785
1154,2013-11-27,3974,7710
1155,2013-11-28,3684,7171
1156,2013-11-29,3389,6844
1157,2013-11-30,2790,5733
1158,2013-12-01,2773,5621
1159,2013-12-02,3784,7277
1160,2013-12-03,4003,7690
1161,2013-12-04,4077,7800
1162,2013-12-05,4046,7931
1163,2013-12-06,3808,7565
1164,2013-12-07,2837,5829
1165,2013-12-08,2859,5843
1166,2013-12-09,3848,7500
1167,2013-12-10,4029,7918
1168,2013-12-11,4066,7910
1169,2013-12-12,4020,7859
1170,2013-12-13,3687,7369
1171,2013-12-14,2743,5718
1172,2013-12-15,2794,5704
1173,2013-12-16,3774,7458
1174,2013-12-17,3957,7804
1175,2013-12-18,3972,7855
1176,2013-12-19,3886,7695
1177,2013-12-20,3514,7151
1178,2013-12-21,2647,5671
1179,2013-12-22,2658,5589
1180,2013-12-23,3350,6690
1181,2013-12-24,3014,6337
1182,2013-12-25,2552,5471
1183,2013-12-26,3118,6340
1184,2013-12-27,3231,6636
1185,2013-12-28,2682,5728
1186,2013-12-29,2684,5649
1187,2013-12-30,3381,6868
1188,2013-12-31,3003,6442
1189,2014-01-01,2586,5576
1190,2014-01-02,3541,7175
1191,2014-01-03,3655,7395
1192,2014-01-04,2947,6099
1193,2014-01-05,2847,5935
1194,2014-01-06,3737,7308
1195,2014-01-07,3932,7711
1196,2014-01-08,4143,8016
1197,2014-01-09,4078,8030
1198,2014-01-10,3930,7764
1199,2014-01-11,2901,6033
1200,2014-01-12,2872,5963
1201,2014-01-13,3883,7479
1202,2014-01-14,3952,7765
1203,2014-01-15,4109,7948
1204,2014-01-16,4137,7951
1205,2014-01-17,3944,7771
1206,2014-01-18,2963,6070
1207,2014-01-19,2916,6022
1208,2014-01-20,3912,7559
1209,2014-01-21,4142,8077
1210,2014-01-22,4236,8098
1211,2014-01-23,4222,8158
1212,2014-01-24,3928,7785
1213,2014-01-25,2982,6116
1214,2014-01-26,2988,6062
1215,2014-01-27,4037,7810
1216,2014-01-28,4224,8175
1217,2014-01-29,4294,8313
1218,2014-01-30,4172,8058
1219,2014-01-31,3912,7736
1220,2014-02-01,2967,6086
1221,2014-02-02,2949,6003
1222,2014-02-03,3953,7675
1223,2014-02-04,4227,8108
1224,2014-02-05,4259,8142
1225,2014-02-06,4291,8161
1226,2014-02-07,4047,7838
1227,2014-02-08,3031,6173
1228,2014-02-09,3073,6153
1229,2014-02-10,4156,7795
1230,2014-02-11,4329,8161
1231,2014-02-12,4385,8464
1232,2014-02-13,4277,8237
1233,2014-02-14,4018,7894
1234,2014-02-15,3057,6251
1235,2014-02-16,3047,6136
1236,2014-02-17,4094,7752
1237,2014-02-18,4387,8431
1238,2014-02-19,4507,8505
1239,2014-02-20,4466,8536
1240,2014-02-21,4229,8239
1241,2014-02-22,3171,6443
1242,2014-02-23,3156,6344
1243,2014-02-24,4313,8125
1244,2014-02-25,4450,8505
1245,2014-02-26,4506,8560
1246,2014-02-27,4513,8620
1247,2014-02-28,4232,8262
1248,2014-03-01,3129,6327
1249,2014-03-02,3095,6221
1250,2014-03-03,4182,7961
1251,2014-03-04,4386,8224
1252,2014-03-05,4529,8377
1253,2014-03-06,4499,8497
1254,2014-03-07,4215,8106
1255,2014-03-08,3127,6317
1256,2014-03-09,3111,6205
1257,2014-03-10,4259,7962
1258,2014-03-11,4401,8239
1259,2014-03-12,4579,8514
1260,2014-03-13,4583,8552
1261,2014-03-14,4223,8163
1262,2014-03-15,3114,6254
1263,2014-03-16,3139,6231
1264,2014-03-17,4166,7829
1265,2014-03-18,4447,8308
1266,2014-03-19,4564,8517
1267,2014-03-20,4529,8480
1268,2014-03-21,4222,8055
1269,2014-03-22,3158,6317
1270,2014-03-23,3157,6271
1271,2014-03-24,4244,8070
1272,2014-03-25,4449,8304
1273,2014-03-26,4532,8476
1274,2014-03-27,4467,8379
1275,2014-03-28,4160,8034
1276,2014-03-29,3125,6283
1277,2014-03-30,3125,6203
1278,2014-03-31,4158,7868
1279,2014-04-01,4757,8908
1280,2014-04-02,4948,9181
1281,2014-04-03,4877,9165
1282,2014-04-04,4591,8750
1283,2014-04-05,3420,6796
1284,2014-04-06,3444,6716
1285,2014-04-07,4673,8668
1286,2014-04-08,4870,8975
1287,2014-04-09,4847,9116
1288,2014-04-10,4805,9040
1289,2014-04-11,4526,8705
1290,2014-04-12,3404,6730
1291,2014-04-13,3356,6550
1292,2014-04-14,4501,8432
1293,2014-04-15,4727,8800
1294,2014-04-16,4797,8864
1295,2014-04-17,4559,8658
1296,2014-04-18,4069,7789
1297,2014-04-19,3371,6707
1298,2014-04-20,3221,6425
1299,2014-04-21,4165,7851
1300,2014-04-22,4769,8888
1301,2014-04-23,4789,9017
1302,2014-04-24,4726,8978
1303,2014-04-25,4609,8704
1304,2014-04-26,3371,6733
1305,2014-04-27,3386,6676
1306,2014-04-28,4558,8497
1307,2014-04-29,4667,8847
1308,2014-04-30,4465,8545
1309,2014-05-01,4086,7764
1310,2014-05-02,4188,8028
1311,2014-05-03,3312,6644
1312,2014-05-04,3282,6511
1313,2014-05-05,4313,8169
1314,2014-05-06,4505,8534
1315,2014-05-07,4638,8839
1316,2014-05-08,4728,8805
1317,2014-05-09,4323,8300
1318,2014-05-10,3277,6533
1319,2014-05-11,3257,6514
1320,2014-05-12,4420,8289
1321,2014-05-13,4579,8539
1322,2014-05-14,4654,8699
1323,2014-05-15,4661,8698
1324,2014-05-16,3612,7104
1325,2014-05-17,3192,6352
1326,2014-05-18,3148,6298
1327,2014-05-19,4366,8179
1328,2014-05-20,4594,8585
1329,2014-05-21,4721,8758
1330,2014-05-22,4634,8652
1331,2014-05-23,4324,8321
1332,2014-05-24,3142,6418
1333,2014-05-25,3139,6259
1334,2014-05-26,4014,7688
1335,2014-05-27,4433,8370
1336,2014-05-28,4554,8681
1337,2014-05-29,4407,8341
1338,2014-05-30,4233,8164
1339,2014-05-31,2989,6226
1340,2014-06-01,3123,6262
1341,2014-06-02,4183,7964
1342,2014-06-03,4458,8397
1343,2014-06-04,4602,8546
1344,2014-06-05,4563,8566
1345,2014-06-06,4253,8191
1346,2014-06-07,3029,6170
1347,2014-06-08,3184,6312
1348,2014-06-09,4161,7831
1349,2014-06-10,4500,8489
1350,2014-06-11,4467,8482
1351,2014-06-12,4394,8359
1352,2014-06-13,4173,8134
1353,2014-06-14,3112,6327
1354,2014-06-15,3113,6236
1355,2014-06-16,4171,7812
1356,2014-06-17,4487,8298
1357,2014-06-18,4507,8453
1358,2014-06-19,4493,8349
1359,2014-06-20,4197,8012
1360,2014-06-21,3104,6304
1361,2014-06-22,3147,6334
1362,2014-06-23,4265,7999
1363,2014-06-24,4500,8440
1364,2014-06-25,4583,8575
1365,2014-06-26,4520,8400
1366,2014-06-27,4323,8255
1367,2014-06-28,3085,6361
1368,2014-06-29,3065,6248
1369,2014-06-30,4270,8015
1370,2014-07-01,4366,8218
1371,2014-07-02,4568,8612
1372,2014-07-03,4570,8565
1373,2014-07-04,3914,7672
1374,2014-07-05,3100,6378
1375,2014-07-06,3147,6337
1376,2014-07-07,4425,8240
1377,2014-07-08,4527,8495
1378,2014-07-09,4591,8692
1379,2014-07-10,4532,8507
1380,2014-07-11,4324,8251
1381,2014-07-12,3135,6463
1382,2014-07-13,3121,6366
1383,2014-07-14,4386,8159
1384,2014-07-15,4577,8665
1385,2014-07-16,4704,8773
1386,2014-07-17,4654,8780
1387,2014-07-18,4334,8322
1388,2014-07-19,3224,6659
1389,2014-07-20,3171,6463
1390,2014-07-21,4519,8372
1391,2014-07-22,4725,8839
1392,2014-07-23,4738,8938
1393,2014-07-24,4677,8908
1394,2014-07-25,4328,8433
1395,2014-07-26,3222,6612
1396,2014-07-27,3241,6533
1397,2014-07-28,4318,8153
1398,2014-07-29,4470,8399
1399,2014-07-30,4583,8717
1400,2014-07-31,4573,8776
1401,2014-08-01,4253,8336
1402,2014-08-02,3179,6549
1403,2014-08-03,3156,6485
1404,2014-08-04,4280,8124
1405,2014-08-05,4493,8461
1406,2014-08-06,4637,8686
1407,2014-08-07,4618,8706
1408,2014-08-08,4340,8354
1409,2014-08-09,3239,6553
1410,2014-08-10,3223,6517
1411,2014-08-11,4388,8317
1412,2014-08-12,4629,8708
1413,2014-08-13,4624,8822
1414,2014-08-14,4562,8711
1415,2014-08-15,3940,7822
1416,2014-08-16,3145,6442
1417,2014-08-17,3184,6472
1418,2014-08-18,4289,8110
1419,2014-08-19,4531,8565
1420,2014-08-20,4562,8688
1421,2014-08-21,4544,8679
1422,2014-08-22,4313,8361
1423,2014-08-23,3235,6643
1424,2014-08-24,3253,6550
1425,2014-08-25,4228,8142
1426,2014-08-26,4524,8559
1427,2014-08-27,4592,8811
1428,2014-08-28,4508,8641
1429,2014-08-29,4095,8118
1430,2014-08-30,3186,6637
1431,2014-08-31,3156,6482
1432,2014-09-01,4049,7804
1433,2014-09-02,4410,8435
1434,2014-09-03,4555,8667
1435,2014-09-04,4554,8705
1436,2014-09-05,4249,8251
1437,2014-09-06,3272,6631
1438,2014-09-07,3227,6626
1439,2014-09-08,4307,8191
1440,2014-09-09,4466,8573
1441,2014-09-10,4639,8740
1442,2014-09-11,4640,8800
1443,2014-09-12,4351,8493
1444,2014-09-13,3298,6664
1445,2014-09-14,3310,6669
1446,2014-09-15,4411,8308
1447,2014-09-16,4587,8714
1448,2014-09-17,4653,8807
1449,2014-09-18,4710,8784
1450,2014-09-19,4345,8426
1451,2014-09-20,3310,6749
1452,2014-09-21,3348,6711
1453,2014-09-22,4444,8344
1454,2014-09-23,4642,8843
1455,2014-09-24,4663,8863
1456,2014-09-25,4631,8789
1457,2014-09-26,4448,8516
1458,2014-09-27,3289,6745
1459,2014-09-28,3324,6739
1460,2014-09-29,4438,8500
1461,2014-09-30,4604,8785
1462,2014-10-01,4545,8550
1463,2014-10-02,4353,8347
1464,2014-10-03,4068,8014
1465,2014-10-04,3277,6708
1466,2014-10-05,3343,6699
1467,2014-10-06,4272,8129
1468,2014-10-07,4487,8625
1469,2014-10-08,4600,8714
1470,2014-10-09,4669,8822
1471,2014-10-10,4434,8559
1472,2014-10-11,3391,6872
1473,2014-10-12,3414,6841
1474,2014-10-13,4486,8356
1475,2014-10-14,4670,8855
1476,2014-10-15,4700,8883
1477,2014-10-16,4728,8864
1478,2014-10-17,4342,8425
1479,2014-10-18,3387,6873
1480,2014-10-19,3403,6892
1481,2014-10-20,4541,8516
1482,2014-10-21,4667,8827
1483,2014-10-22,4610,8742
1484,2014-10-23,4528,8692
1485,2014-10-24,4320,8340
1486,2014-10-25,3386,6867
1487,2014-10-26,3447,6926
1488,2014-10-27,4469,8420
1489,2014-10-28,4677,8872
1490,2014-10-29,4779,8965
1491,2014-10-30,4825,9108
1492,2014-10-31,4446,8556
1493,2014-11-01,3236,6710
1494,2014-11-02,3502,7065
1495,2014-11-03,4480,8475
1496,2014-11-04,4781,8971
1497,2014-11-05,4760,8991
1498,2014-11-06,4783,9067
1499,2014-11-07,4568,8654
1500,2014-11-08,3476,7087
1501,2014-11-09,3515,7055
1502,2014-11-10,4566,8696
1503,2014-11-11,4720,8927
1504,2014-11-12,4806,9033
1505,2014-11-13,4710,8966
1506,2014-11-14,4490,8722
1507,2014-11-15,3512,7059
1508,2014-11-16,3509,7062
1509,2014-11-17,4649,8709
1510,2014-11-18,4870,9059
1511,2014-11-19,4837,9179
1512,2014-11-20,4854,9135
1513,2014-11-21,4554,8803
1514,2014-11-22,3514,7147
1515,2014-11-23,3606,7201
1516,2014-11-24,4601,8706
1517,2014-11-25,4793,9187
1518,2014-11-26,4748,9087
1519,2014-11-27,4392,8544
1520,2014-11-28,4223,8170
1521,2014-11-29,3504,7094
1522,2014-11-30,3526,7087
1523,2014-12-01,4536,8594
1524,2014-12-02,4755,9008
1525,2014-12-03,4831,9272
1526,2014-12-04,4829,9187
1527,2014-12-05,4543,8808
1528,2014-12-06,3501,7146
1529,2014-12-07,3554,7133
1530,2014-12-08,4564,8629
1531,2014-12-09,4800,9055
1532,2014-12-10,4764,9060
1533,2014-12-11,4765,9066
1534,2014-12-12,4450,8644
1535,2014-12-13,3427,7096
1536,2014-12-14,3459,7016
1537,2014-12-15,4418,8679
1538,2014-12-16,4574,8957
1539,2014-12-17,4620,8927
1540,2014-12-18,4581,9003
1541,2014-12-19,4236,8420
1542,2014-12-20,3295,7004
1543,2014-12-21,3300,6903
1544,2014-12-22,4216,8264
1545,2014-12-23,4205,8394
1546,2014-12-24,3727,7659
1547,2014-12-25,3164,6733
1548,2014-12-26,3528,7251
1549,2014-12-27,3294,6889
1550,2014-12-28,3323,6898
1551,2014-12-29,4067,8081
1552,2014-12-30,4149,8242
1553,2014-12-31,3698,7671
1554,2015-01-01,3206,6761
1555,2015-01-02,3912,7844
1556,2015-01-03,3457,7179
1557,2015-01-04,3493,7209
1558,2015-01-05,4357,8542
1559,2015-01-06,4493,8766
1560,2015-01-07,4656,8994
1561,2015-01-08,4726,9042
1562,2015-01-09,4548,8810
1563,2015-01-10,3529,7263
1564,2015-01-11,3556,7209
1565,2015-01-12,4532,8678
1566,2015-01-13,4725,9034
1567,2015-01-14,4757,9029
1568,2015-01-15,4723,8984
1569,2015-01-16,4558,8838
1570,2015-01-17,3551,7261
1571,2015-01-18,3529,7111
1572,2015-01-19,4636,8739
1573,2015-01-20,4854,9259
1574,2015-01-21,4887,9209
1575,2015-01-22,4836,9199
1576,2015-01-23,4623,8886
1577,2015-01-24,3562,7269
1578,2015-01-25,3631,7298
1579,2015-01-26,4441,8507
1580,2015-01-27,4801,9140
1581,2015-01-28,4956,9288
1582,2015-01-29,4916,9360
1583,2015-01-30,4590,8856
1584,2015-01-31,3630,7353
1585,2015-02-01,3659,7349
1586,2015-02-02,4658,8779
1587,2015-02-03,4947,9308
1588,2015-02-04,5019,9484
1589,2015-02-05,4945,9428
1590,2015-02-06,4713,9088
1591,2015-02-07,3717,7511
1592,2015-02-08,3726,7482
1593,2015-02-09,4842,9058
1594,2015-02-10,4965,9396
1595,2015-02-11,4989,9528
1596,2015-02-12,5101,9537
1597,2015-02-13,4714,9123
1598,2015-02-14,3568,7296
1599,2015-02-15,3631,7344
1600,2015-02-16,4701,8885
1601,2015-02-17,4909,9147
1602,2015-02-18,5064,9518
1603,2015-02-19,5043,9623
1604,2015-02-20,4757,9256
1605,2015-02-21,3811,7644
1606,2015-02-22,3781,7472
1607,2015-02-23,4874,9151
1608,2015-02-24,5047,9562
1609,2015-02-25,5115,9609
1610,2015-02-26,5101,9560
1611,2015-02-27,4830,9300
1612,2015-02-28,3728,7618
1613,2015-03-01,3789,7617
1614,2015-03-02,4866,9137
1615,2015-03-03,5049,9473
1616,2015-03-04,5157,9580
1617,2015-03-05,5075,9541
1618,2015-03-06,4708,8991
1619,2015-03-07,3741,7584
1620,2015-03-08,3766,7505
1621,2015-03-09,4837,9109
1622,2015-03-10,5045,9447
1623,2015-03-11,5188,9689
1624,2015-03-12,5151,9569
1625,2015-03-13,4881,9309
1626,2015-03-14,3764,7554
1627,2015-03-15,3790,7580
1628,2015-03-16,4954,9283
1629,2015-03-17,5134,9585
1630,2015-03-18,5138,9605
1631,2015-03-19,5047,9444
1632,2015-03-20,4779,9189
1633,2015-03-21,3761,7610
1634,2015-03-22,3829,7590
1635,2015-03-23,4908,9270
1636,2015-03-24,5113,9468
1637,2015-03-25,5230,9752
1638,2015-03-26,5031,9487
1639,2015-03-27,4885,9287
1640,2015-03-28,3819,7663
1641,2015-03-29,3869,7723
1642,2015-03-30,5053,9392
1643,2015-03-31,5055,9525
1644,2015-04-01,5084,9532
1645,2015-04-02,4942,9425
1646,2015-04-03,4396,8571
1647,2015-04-04,3790,7543
1648,2015-04-05,3668,7473
1649,2015-04-06,4560,8707
1650,2015-04-07,4979,9512
1651,2015-04-08,5190,9914
1652,2015-04-09,5214,9921
1653,2015-04-10,4898,9501
1654,2015-04-11,3768,7757
1655,2015-04-12,3795,7641
1656,2015-04-13,4907,9307
1657,2015-04-14,5059,9705
1658,2015-04-15,5189,9996
1659,2015-04-16,5296,10304
1660,2015-04-17,5059,10089
1661,2015-04-18,3911,8005
1662,2015-04-19,3975,7951
1663,2015-04-20,5184,9918
1664,2015-04-21,5349,10272
1665,2015-04-22,5496,10502
1666,2015-04-23,5461,10384
1667,2015-04-24,5092,9977
1668,2015-04-25,3909,7959
1669,2015-04-26,3972,8007
1670,2015-04-27,5175,9882
1671,2015-04-28,5311,10070
1672,2015-04-29,5305,10299
1673,2015-04-30,5143,9966
1674,2015-05-01,4433,8857
1675,2015-05-02,3840,7886
1676,2015-05-03,3883,7816
1677,2015-05-04,4941,9579
1678,2015-05-05,5187,9920
1679,2015-05-06,5335,10162
1680,2015-05-07,5289,10079
1681,2015-05-08,4960,9565
1682,2015-05-09,3811,7762
1683,2015-05-10,3814,7740
1684,2015-05-11,5084,9602
1685,2015-05-12,5296,10058
1686,2015-05-13,5220,10060
1687,2015-05-14,5117,9747
1688,2015-05-15,4916,9550
1689,2015-05-16,3808,7763
1690,2015-05-17,3782,7768
1691,2015-05-18,4990,9521
1692,2015-05-19,5261,9927
1693,2015-05-20,5332,10119
1694,2015-05-21,5281,10120
1695,2015-05-22,4973,9639
1696,2015-05-23,3767,7766
1697,2015-05-24,3744,7651
1698,2015-05-25,4588,8914
1699,2015-05-26,5270,10018
1700,2015-05-27,5323,10203
1701,2015-05-28,5312,10154
1702,2015-05-29,5051,9766
1703,2015-05-30,3832,7863
1704,2015-05-31,3869,7732
1705,2015-06-01,5043,9547
1706,2015-06-02,5275,10006
1707,2015-06-03,5403,10235
1708,2015-06-04,5275,10020
1709,2015-06-05,5051,9627
1710,2015-06-06,3779,7781
1711,2015-06-07,3809,7717
1712,2015-06-08,5042,9573
1713,2015-06-09,5341,10138
1714,2015-06-10,5408,10246
1715,2015-06-11,5376,10166
1716,2015-06-12,4872,9552
1717,2015-06-13,3781,7711
1718,2015-06-14,3776,7775
1719,2015-06-15,5047,9555
1720,2015-06-16,5300,10060
1721,2015-06-17,5398,10128
1722,2015-06-18,5308,10074
1723,2015-06-19,4960,9718
1724,2015-06-20,3805,7756
1725,2015-06-21,3785,7697
1726,2015-06-22,5081,9571
1727,2015-06-23,5332,10096
1728,2015-06-24,5376,10120
1729,2015-06-25,5349,10108
1730,2015-06-26,5046,9713
1731,2015-06-27,3783,7844
1732,2015-06-28,3854,7843
1733,2015-06-29,5154,9626
1734,2015-06-30,5325,9983
1735,2015-07-01,5332,9994
1736,2015-07-02,5300,10006
1737,2015-07-03,4757,9393
1738,2015-07-04,3773,7767
1739,2015-07-05,3724,7678
1740,2015-07-06,5131,9754
1741,2015-07-07,5399,10182
1742,2015-07-08,5497,10307
1743,2015-07-09,5478,10361
1744,2015-07-10,5093,9895
1745,2015-07-11,3820,7874
1746,2015-07-12,3814,7849
1747,2015-07-13,5187,9763
1748,2015-07-14,5401,10248
1749,2015-07-15,5423,10282
1750,2015-07-16,5339,10168
1751,2015-07-17,4934,9577
1752,2015-07-18,3743,7783
1753,2015-07-19,3816,7824
1754,2015-07-20,5095,9674
1755,2015-07-21,5350,10234
1756,2015-07-22,5484,10405
1757,2015-07-23,5466,10333
1758,2015-07-24,5130,9843
1759,2015-07-25,3838,7894
1760,2015-07-26,3852,7903
1761,2015-07-27,5242,9867
1762,2015-07-28,5496,10250
1763,2015-07-29,5494,10396
1764,2015-07-30,5317,10110
1765,2015-07-31,5038,9836
1766,2015-08-01,3774,7853
1767,2015-08-02,3836,7814
1768,2015-08-03,5126,9717
1769,2015-08-04,5295,10114
1770,2015-08-05,5424,10178
1771,2015-08-06,5356,10170
1772,2015-08-07,5015,9738
1773,2015-08-08,3795,7852
1774,2015-08-09,3809,7793
1775,2015-08-10,5140,9768
1776,2015-08-11,5352,10175
1777,2015-08-12,5397,10221
1778,2015-08-13,5368,10172
1779,2015-08-14,4940,9651
1780,2015-08-15,3800,7863
1781,2015-08-16,3827,7934
1782,2015-08-17,5072,9650
1783,2015-08-18,5343,10176
1784,2015-08-19,5394,10209
1785,2015-08-20,5394,10182
1786,2015-08-21,5014,9895
1787,2015-08-22,3853,8033
1788,2015-08-23,3894,8021
1789,2015-08-24,5101,9804
1790,2015-08-25,5316,10174
1791,2015-08-26,5307,10219
1792,2015-08-27,5294,10281
1793,2015-08-28,4911,9828
1794,2015-08-29,3840,7961
1795,2015-08-30,3849,7928
1796,2015-08-31,4969,9478
1797,2015-09-01,5205,9890
1798,2015-09-02,5300,10141
1799,2015-09-03,5261,10135
1800,2015-09-04,4991,9729
1801,2015-09-05,3875,7970
1802,2015-09-06,3926,7976
1803,2015-09-07,4772,9303
1804,2015-09-08,5202,9988
1805,2015-09-09,5225,10097
1806,2015-09-10,5299,10191
1807,2015-09-11,5047,9811
1808,2015-09-12,3914,8116
1809,2015-09-13,3900,7994
1810,2015-09-14,5083,9610
1811,2015-09-15,5278,10037
1812,2015-09-16,5428,10327
1813,2015-09-17,5196,9979
1814,2015-09-18,5114,9975
1815,2015-09-19,3992,8213
1816,2015-09-20,3953,8107
1817,2015-09-21,5154,9876
1818,2015-09-22,5359,10266
1819,2015-09-23,5283,10138
